title,date_time,like,views,link,description
Roadmap To Master Recursion? Roadmap To Master Recursion! | GeeksforGeeks,"Feb 13, 2023",170,4.9K views,https://www.youtube.com//watch?v=51JvvwqQmlQ,"Recursion is a technique that provides a way to break complicated problems down into simple problems which are easier to solve. In this video our mentor will guide you how to master recursion step by step. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









6:55
    6:55
  






CodeCast Ep. 2 | SDE Without A Technical Degree? | GeeksforGeeks
by GeeksforGeeks















GeeksforGeeks Practice

      82.2K subscribers
    





12:40
    12:40
  






MASTERING RECURSION | Recursive Algorithm | DSA Course | GeeksforGeeks
by GeeksforGeeks










Show less
"
CodeCast Ep. 2 | SDE Without A Technical Degree? | GeeksforGeeks,"Feb 8, 2023",75,1.9K views,https://www.youtube.com//watch?v=XlcpYRp0ouc,"In this video we have Anand Yadav,  an SDE 2 at GeeksforGeeks as a self taught Programmer.  He'll share all the things he did to learn programming and to crack coding interviews without a computer science degree and what to mention in your resume if you're not from tech background. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
The Art of Becoming a Successful Coder | GeeksforGeeks,"Feb 7, 2023",340,7K views,https://www.youtube.com//watch?v=jO2SyGwS4bA,"Millions of engineers graduate every year, yet most of them don't possess the required skills that a company needs, Mr. Sandeep Jain, CEO of GeeksforGeeks, highlights the importance of the DSA and other skills that every aspiring coder must have. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram











8

8




Tech Career & Interview Experiences | Interviews and Podcast
by GeeksforGeeks





3:58
    3:58
  






Master These Coding Practices For Your Placement Preparation | GeeksforGeeks
by GeeksforGeeks















GeeksforGeeks Practice

      82.2K subscribers
    









Show less
"
Optimal Way to Get Started with DSA | GeeksforGeeks,"Feb 3, 2023",406,12K views,https://www.youtube.com//watch?v=-WLD1oY2dB4,"Try DSA Self-Paced Course for free and get started today: https://practice.geeksforgeeks.org/co...

Wish to get started with coding but can't figure out how to? This simple roadmap for beginn …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Mistakes to Avoid in Your Next Job Interview | GeeksforGeeks,"Feb 1, 2023",66,1.6K views,https://www.youtube.com//watch?v=1uO3E57gPpE&pp=0gcJCccJAYcqIYzv,"Explore Premium LIVE and Online Courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:58
    3:58
  






Master These Coding Practices For Your Placement Preparation | GeeksforGeeks
by GeeksforGeeks















GeeksforGeeks Practice

      82.2K subscribers
    








Courses | Complete Interview Preparation

Complete Interview Preparation











Show less
"
Master These Coding Practices For Your Placement Preparation | GeeksforGeeks,"Jan 23, 2023",256,5.6K views,https://www.youtube.com//watch?v=v_mlqwjlv00,"Are you tired of feeling lost and overwhelmed during your placement preparation? Do you want to master the coding practices that top companies are looking for? Look no further! This quick video will guide you through the insider secrets and skills that will set you apart from the competit …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Correct Your Mistakes in 1 minute | Data Science | GeeksforGeeks,"Jan 20, 2023",32,1.4K views,https://www.youtube.com//watch?v=vNiiuh__7u0,"The path towards becoming a data scientist is albeit long, but rewarding one. Only by getting a hands-on experience with projects, can you learn, re-learn and upskill yourself. This video gives a quick suggestion that you can keep note of in order to scale your knowledge systematically  …...more
...more








Music
1 songs




















Future Technology (Large)Ivan Luzan








Music



Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









7:19
    7:19
  






CodeCast Ep. 1 | Journey From A Vegetable Seller To A 10LPA+ Job | GeeksforGeeks
by GeeksforGeeks






9:38
    9:38
  






Complete Roadmap to Become a Data Scientist | Etisha | GeeksforGeeks
by GeeksforGeeks










Show less
"
CodeCast Ep. 1 | Journey From A Vegetable Seller To A 10LPA+ Job | GeeksforGeeks,"Jan 11, 2023",94,2.7K views,https://www.youtube.com//watch?v=ksRDXChKN70,"Dreams do come true. And we have the perfect example with us
In this video, we introduce you to Ankit kushwah, who first used to sell vegetables to support his family and didn't have proper resources to prepare for JEE exam. But despite the hardships,  …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
LIVE DSA Sessions By Everyone's Favorite Teacher!,"Jan 8, 2023",61,4.8K views,https://www.youtube.com//watch?v=qCioG1rwM6I,"Get ready for some DSA lectures with Mr. Sandeep Jain (Mentor of DSA-Self Paced, CEO & Founder, GeeksforGeeks) as he joins the LIVE Community classes for the next 3 months. So if you were looking for a reason to join, now’s the time! …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GeeksforGeeks Resolution Days 2023 | Never Before Seen Offers!,"Jan 7, 2023",17,7.1K views,https://www.youtube.com//watch?v=mckeyuVM07g,"Falling behind on your resolution? Now's your chance to start again! Save upto 25% on any GeeksforGeeks Course of your choice plus get additional cashback. Also tune in everyday to explore new surprises! …...more
...more








Music
1 songs




















AssimilateAlexGrohlAssimilate








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
The Top 5 DSA Fails (and How to Avoid Them!),"Jan 4, 2023",183,3.6K views,https://www.youtube.com//watch?v=jMjSpFObSKM,"Are you struggling to learn data structures and algorithms? Don't give up on your dream career yet! In this video, we share the common challenges students face while learning DSA and offer solutions for overcoming them. Stick with us and learn how to master this essential subject …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Proper Learning Path
Proper Learning Path
0:20




Proper Learning Path

0:20









No Consistency
No Consistency
1:04




No Consistency

1:04









Checking Editorials
Checking Editorials
2:08




Checking Editorials

2:08









Leveling Up
Leveling Up
3:18




Leveling Up

3:18









No Revision at Regular Interval
No Revision at Regular Interval
4:24




No Revision at Regular Interval

4:24
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GeeksforGeeks Now On iOS,"Jan 2, 2023",43,1.5K views,https://www.youtube.com//watch?v=bMDud1_-x1U,"What better way to start the new year than with a surprise you all?! GeeksforGeeks is now finally on IOS. Download for free and start learning today!
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
"⛄ Merry Christmas, Geeks! ⛄ | Keep Coding Keep Learning | GeeksforGeeks","Dec 25, 2022",65,1.4K views,https://www.youtube.com//watch?v=AESq1z0Okb0,"❄⛄ Merry Christmas, Geeks! ❄⛄ 
As the holiday season approaches, we wanted to take a moment to wish all of our Geeks a Merry Christmas. Whether you're spending the day with family and friends or coding up a storm, w …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Student Success Story: Placed as an SDE at Byju's with Help from GeeksforGeeks,"Dec 7, 2022",24,1.6K views,https://www.youtube.com//watch?v=yvkQMMU076M,"Becoming a Software Development Engineer at a big MNC company is every programmers dream. Hear from one of our students, placed as an SDE at Byjus, as they share their experience and success story with GeeksforGeeks. Learn how GeeksforGeeks helped them get placed in th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Service Based Test Series By GeeksforGeeks,"Nov 16, 2022",25,1.1K views,https://www.youtube.com//watch?v=84a0IXscfgE,"A complete test series that will help you prepare for important exams such as TCS NQT, E-Litmus, Co-Cubes, Wipro ENTH & more.
Now aim for your favorite tech company, and prepare with us! …...more
...more








Music
1 songs




















Boom Bap Hip Hop AdvertisingUrbanGodzilla








Music



Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
India's Biggest Technical Content Writing Event is now LIVE 🔴 Participate Now | GeeksforGeeks,"Nov 15, 2022",30,883 views,https://www.youtube.com//watch?v=J63OOZzo-p8,"📝 GeeksforGeeks presents ✨ TECHNICAL SCRIPTER EVENT 2022 ✨– an opportunity to hone your technical writing abilities and get paid fancy, whether you are a student, a graduate, a working professional, or trying to create a career in technology. This event would bring numerous re …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram












Technical Scripter Event 2022 By GeeksforGeeks

Know more about the event











Show less
"
Landing SDE Role at Paytm | GeeksforGeeks,"Nov 13, 2022",59,1.5K views,https://www.youtube.com//watch?v=fyo53bLMyA4,"Is Paytm your dream company? Are you looking forward to sit for an interview at Paytm?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Paytm. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
SDE at Paytm using GFG | GeeksforGeeks,"Nov 12, 2022",47,1.4K views,https://www.youtube.com//watch?v=RB1qpEZrcYo,"Becoming a Software Development Engineer at a big MNC company is every programmers dream. So why not take some advices form an SDE from Paytm himself and get some insights about how he prepared himself for this great leap in his career. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Roadmap to a Career at Amazon | Preparation Strategies by Senior QAE | GeeksforGeeks,"Nov 2, 2022",262,8.9K views,https://www.youtube.com//watch?v=e_nnIOwhgzY,"💼 Is Amazon your dream company? Are you looking forward to sit for an interview at Amazon?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Amazon. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Happy Diwali | GeeksforGeeks presents office Diwali Party,"Oct 24, 2022",45,1.4K views,https://www.youtube.com//watch?v=mCvuYVwmU2Y,"Our courses : 
https://practice.geeksforgeeks.org/co...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Data Analysis Complete Roadmap | GeeksforGeeks,"Oct 21, 2022",135,4.2K views,https://www.youtube.com//watch?v=VIg0Ka5U3LA,"In today's world, Data is the most valued resource for any organisation. Proper analysis of data not only helps companies keep track of their growth or loss, but also helps them monitor their users so that they can maximise their profit. Thus Data Analytics, a sub domain of Data Science hold …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Example
Example
0:16




Example

0:16









Data Analysis
Data Analysis
1:09




Data Analysis

1:09









Programming
Programming
1:28




Programming

1:28









Summary
Summary
4:40




Summary

4:40
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram












Courses

Data Science related courses











Show less
"
Roadmap to a Career at Microsoft | Preparation Strategies by Microsoft SDE | GeeksforGeeks,"Oct 17, 2022",209,6K views,https://www.youtube.com//watch?v=CyI0QuVWawQ,"💼 Is Microsoft your dream company? Are you looking forward to sit for an interview at Microsoft?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Microsoft. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Meet Amit Kumar
Meet Amit Kumar
1:10




Meet Amit Kumar

1:10









Opportunities at Microsoft
Opportunities at Microsoft
2:30




Opportunities at Microsoft

2:30









Preparation Strategies
Preparation Strategies
5:10




Preparation Strategies

5:10









Personal Experience
Personal Experience
10:50




Personal Experience

10:50









Challenges
Challenges
16:10




Challenges

16:10









Sources
Sources
20:34




Sources

20:34









Motivation
Motivation
23:46




Motivation

23:46
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Geek Week 2022 |11th - 17th October | GeeksforGeeks,"Oct 10, 2022",68,3.4K views,https://www.youtube.com//watch?v=Aby3ldYnIQE,"The Biggest Programming Festival is back yet again with loads of fun, games, events and offers! Starting from 11th-17th October!
 …...more
...more








Music
1 songs




















Action Rock Cinematic331Powerful Rock








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Happy Dussehra 🔥,"Oct 5, 2022",104,1.6K views,https://www.youtube.com//watch?v=WkzmnYyEoc8,"A very Happy Dussehra to all!

Our courses:  https://practice.geeksforgeeks.org/co... …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Stay Tuned for a Big Surprise!!! | GeeksforGeeks,"Sep 28, 2022",96,3.1K views,https://www.youtube.com//watch?v=STVrifPDpVU,"📢 We have got some Big things planned in store for all the Geeks!!
So Stay Tuned !!
 …...more
...more






GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
GeeksforGeeks Goes to Delhi Technological University | GfG X DTU,"Sep 23, 2022",49,1.8K views,https://www.youtube.com//watch?v=QqHMu9gwlno,"Here's the fun that went down at Delhi Technological University when GfG visited them! Wish to invite us to your campus too? Write to us at campus@geeksforgeeks.org
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Roadmap to a CAREER AT WALMART | Preparation Strategies by Walmart SDE | GeeksforGeeks,"Sep 17, 2022",209,8.1K views,https://www.youtube.com//watch?v=AQHyMunhc_k,"💼 Is Walmart the company that you are targeting?
If your answer is ""Yes"", then you have got to have alot of questions and queries regarding the interviews at Walmart. …...more
...more








Key moments







View all



















How Was Your Personal Experience at Walmart
How Was Your Personal Experience at Walmart
1:53




How Was Your Personal Experience at Walmart

1:53









What Are Various Opportunities at Walmart for Entry Level Engineers
What Are Various Opportunities at Walmart for Entry Level Engineers
5:31




What Are Various Opportunities at Walmart for Entry Level Engineers

5:31









Suggestions
Suggestions
27:00




Suggestions

27:00
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram












Get Hired

Job Portal











Show less
"
EP 12 - Roadmap to Web Development | Everything About Web Development Ft. Prakash Sakari,"Sep 12, 2022",144,2.9K views,https://www.youtube.com//watch?v=PLdt7UobcoY,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more








Key moments







View all



















Career Paths
Career Paths
0:24




Career Paths

0:24









Average Salary
Average Salary
3:20




Average Salary

3:20









Salary of Front-End
Salary of Front-End
3:29




Salary of Front-End

3:29
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:11
    3:11
  






EP 11 - Road Map of DSA for Web Development | Everything About Web Development Ft. Prakash Sakari
by GeeksforGeeks










Show less
"
EP 11 - Road Map of DSA for Web Development | Everything About Web Development Ft. Prakash Sakari,"Sep 11, 2022",186,4.2K views,https://www.youtube.com//watch?v=1b0P4IG7MIc,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









8:30
    8:30
  






EP 10 - Biggest Coding Mistakes | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 10 - Biggest Coding Mistakes | Everything About Web Development,"Sep 10, 2022",104,2.3K views,https://www.youtube.com//watch?v=cAYfzY-9dao,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can I make something like th …...more
...more








Key moments







View all



















Biggest Coding Mistake
Biggest Coding Mistake
0:27




Biggest Coding Mistake

0:27









Not Staying Consistent
Not Staying Consistent
0:31




Not Staying Consistent

0:31









Tutorial Hell
Tutorial Hell
3:51




Tutorial Hell

3:51









Conclusion
Conclusion
7:57




Conclusion

7:57
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









2:44
    2:44
  






EP 9 - Overrated Topics in Web Development | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 9 - Overrated Topics in Web Development | Everything About Web Development,"Sep 9, 2022",37,1.1K views,https://www.youtube.com//watch?v=wnwAYPTf9Z8,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:57
    3:57
  






EP 8 -  How Important is UI for Websites? | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 8 -  How Important is UI for Websites? | Everything About Web Development,"Sep 8, 2022",25,935 views,https://www.youtube.com//watch?v=imRxEskXGx8,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:46
    3:46
  






EP 7 - Underrated Topics in Web Development | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 7 - Underrated Topics in Web Development | Everything About Web Development,"Sep 7, 2022",51,1K views,https://www.youtube.com//watch?v=MvxiK9tfjNw,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









2:28
    2:28
  






EP 6 - Frameworks to Choose for Web Development | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 6 - Frameworks to Choose for Web Development | Everything About Web Development,"Sep 6, 2022",48,1.3K views,https://www.youtube.com//watch?v=UbFk-BTDnqM,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









2:21
    2:21
  






EP 5 - What is Frontend and Backend Development? | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 5 - What is Frontend and Backend Development? | Everything About Web Development,"Sep 5, 2022",68,2K views,https://www.youtube.com//watch?v=xJNtTqSj54M&pp=0gcJCccJAYcqIYzv,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:00
    3:00
  






EP 4 - Is HTML, CSS and JavaScript Enough? | Everything About Web Development Ft. Prakash Sakari
by GeeksforGeeks










Show less
"
"EP 4 - Is HTML, CSS and JavaScript Enough? | Everything About Web Development Ft. Prakash Sakari","Sep 4, 2022",135,3.6K views,https://www.youtube.com//watch?v=EtZIUwvjzjI,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
EP 3 - Web Developers vs Website Builders | Everything About Web Development,"Sep 3, 2022",74,2.4K views,https://www.youtube.com//watch?v=s09kmxXbPOg,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









3:01
    3:01
  






EP 2 - Future of Web Development | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 2 - Future of Web Development | Everything About Web Development,"Sep 2, 2022",162,4.6K views,https://www.youtube.com//watch?v=B40zC1_sJiE,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









5:10
    5:10
  






EP 1 - Web 3.0 Explained! Web 1.0 vs Web 2.0 vs Web3.0 | Everything About Web Development
by GeeksforGeeks










Show less
"
EP 1 - Web 3.0 Explained! Web 1.0 vs Web 2.0 vs Web3.0 | Everything About Web Development,"Aug 30, 2022",165,4.9K views,https://www.youtube.com//watch?v=6ktny7tGepA,"Join us on our 1st Episode [Web 3.0 Explained!] as we delve into the world of web development, covering the evolution from Web 1.0 to cutting-edge Web 3.0. 
 …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Understanding Web 1.0 and its static nature
Understanding Web 1.0 and its static nature
1:00




Understanding Web 1.0 and its static nature

1:00









Exploring the user engagement of Web 2.0
Exploring the user engagement of Web 2.0
1:51




Exploring the user engagement of Web 2.0

1:51









The vision and development of Web 3.0
The vision and development of Web 3.0
2:14




The vision and development of Web 3.0

2:14









Web 3.0's focus on data security and decentralization
Web 3.0's focus on data security and decentralization
3:24




Web 3.0's focus on data security and decentralization

3:24









The role of blockchain and AI in Web 3.0
The role of blockchain and AI in Web 3.0
4:12




The role of blockchain and AI in Web 3.0

4:12
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram











25

25




Frontend Projects Tutorials | React Projects | JavaScript Projects
by GeeksforGeeks







12

12




Everything About Web Development Ft. Prakash Sakari
by GeeksforGeeks









Show less
"
Job or Higher Studies? The BEST Choice After Graduation! Ft. Avinash Kumar | GeeksforGeeks,"Aug 25, 2022",215,9.7K views,https://www.youtube.com//watch?v=fYlESZ6SaCA,"In today's video, we have our mentor Prakash Sakari, along with our senior mentor Avinash Kumar. They will discuss what a student should do after graduation, start working for a company/startup or go for higher studies? …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Post Graduation or Job?
Post Graduation or Job?
0:25




Post Graduation or Job?

0:25









Pros and Cons of Joining a Job, After Completing Post Graduation
Pros and Cons of Joining a Job, After Completing Post Graduation
4:30




Pros and Cons of Joining a Job, After Completing Post Graduation

4:30









Preference of Our Mentor, Avinash Sir
Preference of Our Mentor, Avinash Sir
7:50




Preference of Our Mentor, Avinash Sir

7:50









Outro
Outro
11:49




Outro

11:49
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Capture Your Dream Job with Job-A-Thon | Monthly Hiring Challenges by GeeksforGeeks,"Aug 20, 2022",107,3K views,https://www.youtube.com//watch?v=m7mnwQKgpzw,"Be the Super Geek and capture your Dream Job.
Only with the super power of Job-A-Thon.
(Held on 21st of every Month!) …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Walmart Interview Experience 2022 | Walmart Interview Questions | GeeksforGeeks,"Aug 18, 2022",366,21K views,https://www.youtube.com//watch?v=eKzxoEG981g,"In this video,Ayushi Sharma will share her interview experience with Walmart. 🌟

Muskan Agarwal will be our host today. Ayushi completed her Btech in Computer Science fr …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Her Coding Journey
Her Coding Journey
1:10




Her Coding Journey

1:10









Things She'd Do Differently, If She Could Start Over
Things She'd Do Differently, If She Could Start Over
3:00




Things She'd Do Differently, If She Could Start Over

3:00









Off-Campus Job Oppurtunities at Walmart
Off-Campus Job Oppurtunities at Walmart
3:50




Off-Campus Job Oppurtunities at Walmart

3:50









Interview Procedure at Walmart
Interview Procedure at Walmart
4:35




Interview Procedure at Walmart

4:35









Difficulty Levels of The Interview Rounds
Difficulty Levels of The Interview Rounds
6:20




Difficulty Levels of The Interview Rounds

6:20









Importance of CS Fundamentals
Importance of CS Fundamentals
7:50




Importance of CS Fundamentals

7:50









Is Competitive Programming Necessary to Crack Walmart
Is Competitive Programming Necessary to Crack Walmart
10:10




Is Competitive Programming Necessary to Crack Walmart

10:10
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram









11:21
    11:21
  






How A Medical Aspirant Cracked FAANG? | Amazon Interview Experience | GeeksforGeeks
by GeeksforGeeks






0:31
    0:31
  






How To Merge Arrays in JavaScript? Ft. Prakash Sakari, Mentor-GeeksforGeeks
by GeeksforGeeks










Show less
"
How A Medical Aspirant Cracked FAANG? | Amazon Interview Experience | GeeksforGeeks,"Aug 12, 2022",102,3.1K views,https://www.youtube.com//watch?v=Dg4coPjDc6M,"In this video, Twinkle Bajaj will share how one can crack FAANG companies. 🔥

Mehak will be our host today. Twinkle is an SDE at Amazon! She graduated from Jalpaiguri  …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









What Made Her Switch Her Career?
What Made Her Switch Her Career?
1:15




What Made Her Switch Her Career?

1:15









Coding For Non-IT Background Students.
Coding For Non-IT Background Students.
2:15




Coding For Non-IT Background Students.

2:15









The Best Platform To Learn Coding
The Best Platform To Learn Coding
4:30




The Best Platform To Learn Coding

4:30









How does being an Intern at GFG Help her Crack FAANG?
How does being an Intern at GFG Help her Crack FAANG?
5:25




How does being an Intern at GFG Help her Crack FAANG?

5:25









Preparation Strategy To Crack FAANG
Preparation Strategy To Crack FAANG
6:10




Preparation Strategy To Crack FAANG

6:10









How Important is DSA For FAANG Companies?
How Important is DSA For FAANG Companies?
7:00




How Important is DSA For FAANG Companies?

7:00









Is Competitive Programming Required To Crack Interviews?
Is Competitive Programming Required To Crack Interviews?
7:50




Is Competitive Programming Required To Crack Interviews?

7:50
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram
















How To Merge Arrays in JavaScript? Ft. Prakash Sakari, Mentor-GeeksforGeeks
by GeeksforGeeks













Do THIS To Stay Consistent In CODING! Ft. Prakash Sakari, Mentor-GeeksforGeeks
by GeeksforGeeks













THIS Will Make You RICH! | Make Money Sitting at Home | GeeksforGeeks
by GeeksforGeeks













Why Did Sandeep Jain Choose Blogs To Build GeeksforGeeks Ft. @striver_79
by GeeksforGeeks










Show less
"
